timestamp_us,magX_uT,magY_uT,magZ_uT
1768684796,-27.643,7.273,14.271
1768691797,-26.002,10.258,23.318
1768698796,-26.945,7.392,17.041
1768705796,-28.615,7.943,20.851
1768712796,-33.154,5.766,19.422
1768719796,-29.54,1.28,13.601
1768726796,-24.553,0.531,14.802
1768733796,-22.465,8.061,23.038
1768740796,-27.497,8.298,14.258
1768747796,-27.629,1.61,24.694
1768754796,-27.182,1.573,13.312
1768761796,-30.872,2.594,14.112
1768768796,-28.654,5.237,13.042
1768775796,-36.446,1.587,12.938
1768782796,-29.897,6.656,17.849
1768789796,-31.432,5.879,22.682
1768796796,-31.068,4.024,17.64
1768803796,-31.234,2.692,19.173
1768810796,-26.924,3.451,15.817
1768817796,-25.976,6.28,10.718
1768824796,-29.508,6.577,10.765
1768831796,-25.947,2.826,19.854
1768838796,-30.445,8.695,3.678
1768845796,-22.683,10.02,17.206
1768852796,-30.199,7.822,18.347
1768859796,-22.785,-1.082,14.793
1768866796,-29.381,7.776,23.139
1768873796,-23.059,5.819,12.704
1768880796,-27.016,7.927,22.346
1768887796,-25.74,-1.192,26.719
1768894796,-27.872,8.24,20.332
1768901796,-33.311,7.476,9.041
1768908796,-23.877,5.427,7.916
1768915796,-30.62,3.882,17.129
1768922796,-23.902,4.425,20.82
1768929796,-28.809,6.11,13.541
1768936797,-27.838,7.678,17.809
1768943796,-25.203,1.366,19.353
1768950796,-26.124,0.566,11.284
1768957796,-30.477,-1.542,17.941
1768964796,-23.223,7.02,24.829
1768971796,-29.903,6.065,18.361
1768978796,-28.384,2.874,15.085
1768985796,-30.621,1.83,17.403
1768992796,-27.747,5.399,11.258
1768999796,-29.309,0.648,18.408
1769006796,-26.728,0.89,23.425
1769013796,-30.156,2.432,15.621
1769020796,-24.796,2.073,21.868
1769027796,-30.562,10.663,12.255
1769034797,-27.541,10.715,6.397
1769041796,-24.808,10.416,22.036
1769048796,-26.999,9.217,9.944
1769055796,-38.918,13.038,9.822
1769062796,-25.33,9.333,28.122
1769069881,-23.592,9.124,19.251
1769081796,-30.508,-1.417,20.216
1769089157,-28.164,-4.504,21.225
1769097107,-22.812,11.938,15.671
1769105021,-33.179,0.767,21.749
1769112975,-29.547,8.6,13.526
1769120917,-23.943,3.621,12.992
1769128850,-25.055,6.934,18.788
1769135804,-27.472,0.551,13.073
1769142796,-30.314,5.502,16.097
1769149796,-36.881,1.739,12.437
1769156796,-25.794,3.709,19.338
1769163796,-32.069,4.925,15.37
1769170796,-24.901,3.423,18.569
1769177796,-26.04,7.009,26.386
1769184796,-33.222,7.874,13.333
1769191796,-31.607,6.153,24.705
1769198796,-32.506,1.412,15.412
1769205796,-29.211,4.673,10.781
1769212797,-24.268,10.339,14.697
1769219796,-26.817,6.206,18.568
1769226796,-31.055,7.403,16.341
1769233796,-32.369,4.628,15.883
1769240797,-26.927,3.449,16.07
1769247796,-26.599,10.358,12.96
1769254796,-34.609,6.951,18.166
1769261796,-30.001,5.556,25.699
1769268796,-28.34,6.422,11.509
1769275796,-32.014,2.515,22.472
1769282796,-31.708,6.291,10.294
1769289796,-26.8,2.995,17.59
1769296796,-39.269,8.749,14.422
1769304796,-30.39,10.429,21.357
1769311797,-31.019,6.884,24.689
1769318796,-23.001,6.195,19.272
1769325796,-25.859,2.45,13.284
1769332796,-33.488,8.521,22.179
1769339796,-33.335,5.888,21.951
1769346797,-26.616,4.046,14.795
1769353796,-23.626,0.415,11.503
1769360796,-30.894,7.12,15.33
1769367796,-24.653,9.396,21.538
1769374796,-27.719,5.9,20.101
1769381796,-25.987,6.502,33.469
1769388796,-25.961,6.625,20.574
1769395796,-27.576,6.044,20.35
1769402796,-25.28,3.362,24.896
1769409796,-29.741,1.388,17.648
1769416796,-35.545,8.233,21.959
1769423796,-24.719,5.938,15.76
1769430796,-26.368,17.597,6.057
1769437796,-27.954,2.028,26.97
1769444796,-31.916,2.732,15.137
1769451796,-29.21,3.063,10.797
1769458796,-29.676,11.877,22.849
1769465796,-28.39,1.406,15.606
1769472796,-29.366,10.423,21.848
1769479796,-30.739,4.822,25.97
1769486796,-28.175,2.039,10.54
1769493796,-25.839,2.757,11.763
1769500796,-23.581,10.89,18.221
1769507796,-29.732,2.127,16.882
1769514796,-32.611,9.794,11.535
1769521796,-29.951,6.617,21.895
1769528796,-36.261,4.251,9.874
1769535796,-29.747,3.874,17.875
1769542796,-30.505,7.773,8.239
1769549797,-28.414,12.376,16.505
1769556797,-31.292,-0.279,23.755
1769563796,-31.228,6.213,18.378
1769570796,-27.963,2.713,16.598
1769577796,-27.672,5.494,16.565
1769584796,-31.656,3.146,17.657
1769591796,-27.229,6.772,5.422
1769598796,-25.63,4.014,18.068
1769605796,-31.288,8.368,22.655
1769612796,-26.945,4.754,17.321
1769619796,-24.823,3.185,12.756
1769626796,-32.008,5.701,10.81
1769634157,-29.626,2.683,19.908
1769642107,-33.512,8.797,23.946
1769650013,-32.485,1.762,24.762
1769657951,-25.619,6.073,17.035
1769665886,-28.842,5.793,16.073
1769673809,-28.856,6.076,17.082
1769681800,-30.257,3.052,12.076
1769688796,-32.539,11.832,27.946
1769695796,-28.45,3.853,19.88
1769702796,-23.61,6.181,20.798
1769709796,-31.421,8.231,21.647
1769716796,-29.992,5.082,14.074
1769723796,-29.611,-1.701,19.195
1769730796,-32.075,11.367,15.304
1769737796,-30.32,5.351,16.604
1769744796,-31.552,2.676,20.947
1769751796,-31.345,7.26,16.094
1769758796,-30.606,6.676,15.836
1769765796,-29.587,7.985,16.567
1769772796,-27.312,4.515,11.766
1769779796,-21.924,6.96,15.709
1769786796,-27.321,3.776,12.533
1769793796,-26.378,3.965,7.967
1769800796,-29.245,-1.316,24.748
1769807796,-25.0,4.816,25.888
1769814796,-32.334,9.488,12.798
1769821796,-26.201,6.371,16.535
1769828796,-29.015,0.794,18.402
1769835796,-28.649,5.574,23.657
1769842796,-29.43,6.779,4.947
1769849796,-30.593,5.847,25.957
1769856797,-29.999,5.809,14.573
1769863796,-28.026,11.312,20.555
1769870796,-30.765,2.418,17.146
1769877796,-29.935,7.361,20.623
1769884796,-29.638,3.805,9.784
1769891796,-28.028,6.183,21.114
1769898796,-23.672,5.803,14.482
1769905796,-28.231,6.395,14.288
1769912796,-27.483,7.868,13.251
1769919796,-31.431,6.572,11.551
1769926796,-31.164,3.768,13.852
1769933797,-29.306,4.313,17.865
1769940796,-32.946,6.249,14.863
1769947796,-29.96,4.225,11.807
1769954796,-32.922,10.556,23.667
1769961796,-29.325,8.067,7.967
1769968796,-31.891,8.317,12.804
1769975796,-28.219,6.005,24.405
1769982796,-35.021,7.266,15.893
1769989796,-29.019,1.816,18.645
1769996796,-28.867,9.732,17.55
1770003796,-29.753,11.593,6.672
1770010796,-34.289,1.256,16.703
1770017796,-33.813,4.838,24.75
1770024796,-31.805,8.859,17.348
1770031796,-26.322,0.237,15.083
1770038796,-31.944,10.184,16.578
1770045796,-29.324,3.673,8.264
1770052796,-21.859,11.003,21.482
1770059796,-30.325,0.073,17.417
1770066796,-29.319,3.864,18.881
1770073796,-33.192,0.464,22.763
1770080796,-26.746,1.463,24.683
1770087796,-39.362,9.855,21.238
1770094796,-34.164,6.66,17.91
1770101796,-28.324,4.424,21.389
1770108796,-29.844,9.225,24.648
1770115796,-28.461,5.31,20.623
1770122796,-31.155,2.936,24.226
1770129796,-28.668,9.328,13.759
1770136796,-29.795,7.795,21.122
1770143796,-30.269,6.015,23.676
1770150796,-32.919,4.697,23.98
1770157796,-33.944,8.951,23.192
1770164796,-33.776,8.38,21.679
1770171796,-32.486,1.28,13.896
1770179126,-27.903,3.489,12.038
1770187085,-31.255,14.796,8.683
1770194996,-35.551,9.799,11.324
1770202924,-26.359,3.434,17.579
1770212269,-25.897,6.964,15.766
1770220804,-28.312,6.484,20.356
1770227796,-25.905,3.694,5.687
1770234796,-28.155,-1.462,9.312
1770241796,-31.478,-0.055,15.665
1770248796,-31.887,5.431,23.705
1770255796,-28.747,6.635,19.855
1770262796,-25.584,5.219,14.516
1770269796,-25.064,-0.398,20.128
1770276796,-22.936,9.464,14.181
1770283796,-28.232,2.041,25.71
1770290796,-29.621,4.299,19.386
1770297796,-28.51,4.941,13.296
1770304796,-24.772,1.651,20.103
1770311796,-24.252,7.128,13.718
1770318796,-30.356,7.669,19.109
1770325796,-23.07,6.69,13.453
1770332796,-26.409,-1.332,10.802
1770339796,-22.978,-0.423,7.205
1770346796,-21.219,0.93,18.542
1770353796,-24.777,-0.403,20.629
1770360796,-30.257,1.481,23.216
1770367797,-26.306,2.487,24.667
1770374796,-31.619,1.456,26.017
1770381796,-22.074,0.218,16.539
1770388796,-27.106,6.901,7.188
1770395796,-24.103,2.294,14.019
1770402796,-20.279,2.623,25.085
1770409796,-23.076,-1.518,14.549
1770416796,-23.642,6.264,12.202
1770423796,-31.101,-0.248,20.465
1770430796,-26.612,4.677,25.407
1770437796,-24.27,5.064,15.257
1770444796,-27.046,10.396,24.343
1770451796,-25.146,1.7,15.051
1770458796,-25.266,4.943,12.744
1770465796,-23.6,6.481,20.036
1770472796,-30.41,5.538,12.306
1770479796,-32.378,-0.213,16.944
1770486796,-29.418,3.312,15.348
1770493796,-25.696,0.41,12.291
1770500796,-25.919,8.413,17.269
1770507796,-17.447,5.242,11.112
1770514796,-24.601,-3.061,7.76
1770521796,-33.111,3.746,16.408
1770528796,-30.631,8.269,17.59
1770535797,-29.621,7.522,19.1
1770542796,-29.213,6.284,10.764
1770549797,-29.804,6.617,21.893
1770556796,-27.8,5.402,26.175
1770563796,-28.718,1.967,18.133
1770570797,-24.901,4.155,18.562
1770577796,-27.246,4.457,17.834
1770584796,-30.857,-1.644,13.397
1770591796,-25.171,-0.662,17.098
1770598796,-28.211,8.648,23.619
1770605796,-27.464,4.114,23.149
1770612796,-33.299,7.672,19.151
1770619796,-23.962,2.143,14.524
1770626796,-28.352,1.139,12.827
1770633796,-34.034,-6.245,20.316
1770640796,-25.109,3.233,23.125
1770647797,-31.007,2.058,24.232
1770654796,-27.469,5.575,23.387
1770661796,-30.834,2.035,11.337
1770668796,-26.021,5.41,25.138
1770675796,-28.474,-3.091,11.355
1770682796,-27.063,-0.938,15.611
1770689796,-29.472,9.427,18.826
1770696796,-30.309,6.05,4.715
1770703796,-23.676,3.455,15.012
1770710796,-28.539,6.679,15.301
1770717796,-33.215,3.085,24.253
1770725272,-29.556,-2.395,15.156
1770733231,-27.579,5.895,20.605
1770741137,-29.102,-1.946,14.134
1770749048,-26.382,6.786,19.062
1770756970,-29.265,0.387,15.123
1770764804,-30.066,1.513,19.927
1770771796,-33.11,6.09,16.131
1770778796,-25.557,8.315,12.208
1770785796,-28.649,5.135,23.662
1770792796,-30.719,3.623,13.594
1770799796,-25.323,1.239,17.334
1770806796,-25.105,-1.641,12.304
1770813796,-29.824,-1.35,13.127
1770820796,-25.927,3.426,18.331
1770827796,-29.574,5.211,15.837
1770834796,-24.581,4.906,16.527
1770841796,-28.274,5.925,17.581
1770848796,-27.91,-2.523,13.111
1770855796,-31.3,3.671,23.967
1770862797,-26.145,7.73,12.222
1770869796,-29.239,-1.792,13.376
1770876796,-20.365,2.374,20.538
1770883796,-30.242,3.543,21.931
1770890796,-29.737,7.544,16.826
1770897796,-18.866,-1.417,18.786
1770904796,-18.133,3.081,7.605
1770911796,-26.532,5.467,19.33
1770918796,-23.497,5.529,12.46
1770925796,-26.373,7.672,18.294
1770932796,-24.593,10.025,16.98
1770939797,-26.811,10.752,17.763
1770946796,-27.773,-1.757,24.731
1770953796,-27.272,6.929,19.578
1770960796,-24.086,5.822,12.465
1770967797,-28.111,3.299,16.594
1770974796,-27.354,-0.496,15.358
1770981796,-26.609,7.128,14.005
1770988796,-21.944,2.216,6.657
1770995796,-31.485,2.87,15.888
1771002796,-25.031,3.728,17.304
1771009796,-31.015,2.011,13.868
1771016796,-28.94,1.768,23.7
1771023796,-26.838,3.847,20.362
1771030796,-26.606,4.828,24.9
1771037796,-26.006,10.256,23.571
1771044796,-23.762,2.913,10.468
1771051796,-28.635,6.276,11.514
1771058796,-26.632,4.516,26.926
1771065796,-26.418,4.857,21.863
1771072796,-25.043,1.815,18.335
1771079796,-33.449,0.491,19.986
1771086796,-25.608,8.425,16.0
1771093797,-22.024,5.13,23.314
1771100796,-20.617,7.239,16.952
1771107796,-33.549,1.446,27.309
1771115796,-29.098,5.57,24.169
1771122796,-26.881,-0.725,23.949
1771129796,-27.412,1.912,8.508
1771136796,-28.424,1.967,18.129
1771143796,-37.42,8.262,19.204
1771150796,-24.943,3.791,10.729
1771157796,-25.235,5.739,21.331
1771164796,-25.561,6.742,23.601
1771171796,-19.403,4.92,14.43
1771178796,-28.562,2.706,17.365
1771185796,-31.0,1.916,23.728
1771192796,-31.953,6.075,17.632
1771199796,-22.704,11.219,29.582
1771206796,-27.998,5.724,7.972
1771213796,-28.232,2.187,25.708
1771220796,-28.406,-2.708,17.165
1771227796,-27.192,7.865,13.5
1771234796,-22.53,0.941,17.55
1771241796,-27.542,2.405,18.112
1771248796,-18.602,5.154,20.484
1771255796,-29.255,8.639,24.646
1771262796,-28.459,6.337,20.36
1771270444,-27.117,7.626,7.94
1771278383,-29.109,5.374,14.059
1771286285,-25.509,-3.77,20.674
1771294199,-27.899,3.198,11.788
1771302111,-31.76,5.709,25.217
1771309804,-25.222,6.188,20.315
1771316796,-29.833,4.064,13.324
1771323796,-31.586,1.145,12.621
1771330796,-27.551,-2.771,8.305
1771337796,-27.488,7.905,24.628
1771344881,-25.562,4.69,23.875
1771356796,-24.281,2.712,16.292
1771363796,-31.684,9.238,8.241
1771370796,-23.033,6.424,10.674
1771377796,-29.284,2.57,16.365
1771384796,-23.108,3.879,16.516
1771391796,-21.707,5.879,21.532
1771398796,-23.394,2.421,16.03
1771405796,-30.709,7.921,23.41
1771412796,-27.207,2.288,15.074
1771419796,-26.33,8.143,15.002
1771426796,-28.205,-0.431,23.965
1771433797,-23.802,3.659,24.366
1771440796,-22.87,5.304,20.543
1771447796,-28.986,-0.943,16.397
1771454796,-24.284,-2.02,5.975
1771461796,-27.627,5.379,13.279
1771468796,-28.801,1.428,13.336
1771475796,-23.878,4.295,19.051
1771482797,-28.399,0.374,16.375
1771489796,-23.762,3.206,10.465
1771496796,-24.466,3.564,19.067
1771503796,-24.43,5.536,27.137
1771510796,-25.334,5.773,17.793
1771517796,-26.536,3.412,19.857
1771524796,-27.408,2.688,19.118
1771531796,-27.259,3.423,18.856
1771538796,-23.14,0.446,8.209
1771545796,-27.802,7.159,26.157
1771552796,-27.753,8.952,22.346
1771559796,-23.548,5.053,16.258
1771566796,-29.632,8.832,19.845
1771573796,-29.929,5.021,20.394
1771580796,-27.758,0.305,23.446
1771587796,-21.662,4.886,18.255
1771594796,-33.306,10.451,19.376
1771601796,-28.26,1.54,16.867
1771608796,-24.824,4.503,12.742
1771615796,-27.028,8.024,12.232
1771622796,-27.004,6.177,21.605
1771629796,-27.463,5.099,12.015
1771636796,-25.46,4.616,16.29
1771643796,-27.958,1.544,16.357
1771650796,-26.969,1.075,19.381
1771657796,-23.498,4.69,23.593
1771664796,-29.015,3.871,18.118
1771671796,-32.137,3.453,31.566
1771678796,-25.9,6.815,16.021
1771685796,-31.511,5.196,17.634
1771692796,-27.065,4.92,15.298
1771699796,-25.83,5.734,21.845
1771706796,-27.958,0.666,16.366
1771713796,-26.579,4.366,12.01
1771720796,-27.934,2.043,25.453
1771727796,-27.025,1.58,12.551
1771734797,-25.461,2.711,16.562
1771741796,-22.587,3.098,21.573
1771748796,-25.184,2.845,17.821
1771755796,-22.228,3.583,16.76
1771762796,-24.602,2.693,18.32
1771769796,-25.199,0.929,19.105
1771776796,-29.635,4.728,20.393
1771783796,-21.625,7.801,4.32
1771790796,-24.91,5.614,19.053
1771797796,-26.364,8.411,17.528
1771804796,-23.287,8.691,18.492
1771811908,-25.479,6.214,17.538
1771821317,-28.625,3.206,11.04
1771829223,-27.053,3.652,25.424
1771837123,-26.73,2.207,23.411
1771845029,-34.425,10.054,15.098
1771852804,-21.93,-0.077,16.793
1771859796,-35.772,3.007,17.465
1771866796,-26.364,1.819,18.101
1771873796,-26.487,4.62,16.051
1771880796,-32.674,8.137,16.357
1771887796,-25.511,4.873,20.08
1771894796,-26.719,3.346,11.517
1771901796,-28.098,4.48,15.57
1771908796,-25.419,5.566,24.117
1771915796,-31.238,2.69,19.426
1771922796,-27.778,2.3,13.818
1771929796,-29.471,1.956,19.408
1771936796,-30.642,2.548,18.913
1771943796,-33.579,-0.082,18.729
1771950796,-28.745,1.802,20.158
1771957796,-27.173,5.828,12.257
1771964796,-27.737,5.26,10.501
1771971796,-28.453,3.997,20.131
1771978796,-27.591,4.128,21.634
1771985796,-27.728,3.361,10.015
1771992796,-29.349,3.403,21.161
1771999796,-27.792,5.807,14.541
1772006796,-28.253,5.061,16.072
1772013796,-28.879,3.675,8.005
1772020796,-27.816,-0.949,16.886
1772027796,-24.186,3.7,20.073
1772034796,-34.818,2.471,12.147
1772041796,-27.183,7.473,23.869
1772048796,-30.092,9.992,21.104
1772055796,-30.24,7.647,21.383
1772062796,-31.562,2.522,21.707
1772069796,-28.027,-0.849,21.692
1772076796,-30.096,6.431,10.775
1772083796,-21.997,5.15,21.291
1772090796,-26.343,3.046,27.442
1772097797,-27.463,-0.427,23.449
1772104796,-24.064,1.924,22.112
1772111796,-27.568,1.361,20.145
1772118796,-28.441,9.761,29.679
1772125796,-23.659,6.837,13.46
1772132796,-28.742,-2.486,9.331
1772139796,-32.179,3.674,23.727
1772146796,-26.864,5.252,11.247
1772153796,-24.435,4.067,27.657
1772160796,-23.402,6.517,16.241
1772167796,-28.87,-0.38,18.665
1772174796,-27.305,5.441,22.122
1772181796,-23.983,2.128,16.041
1772188796,-29.281,7.595,26.679
1772195796,-23.36,1.566,13.51
1772202796,-29.389,2.203,24.208
1772209796,-24.739,2.554,17.565
1772216796,-27.566,-0.542,20.165
1772223796,-28.095,4.482,15.317
1772230796,-25.774,0.793,18.103
1772237796,-21.265,-1.153,22.104
1772244796,-33.844,1.258,16.444
1772251796,-25.684,4.96,10.98
1772258796,-26.605,5.813,13.766
1772265796,-25.099,1.88,11.509
1772272796,-23.013,8.53,20.007
1772279796,-21.297,3.805,24.076
1772286796,-23.032,6.759,21.542
1772293796,-25.182,-2.282,18.126
1772300797,-23.308,5.746,20.292
1772307796,-24.202,3.542,21.339
1772314796,-23.237,3.934,26.125
1772321796,-28.522,-0.049,14.612
1772328796,-23.888,10.295,19.243
1772335796,-31.595,7.919,23.675
1772342796,-27.128,9.418,19.551
1772349796,-32.099,5.05,17.644
1772357275,-24.034,2.238,19.833
1772365230,-30.03,5.159,5.984
1772373135,-22.823,2.701,17.283
1772381048,-32.314,5.002,22.704
1772388970,-22.972,7.681,16.981
1772396804,-29.856,-3.424,15.676
1772403796,-29.027,1.184,8.286
1772410796,-26.389,6.635,19.569
1772417796,-26.269,0.316,22.16
1772424796,-25.653,3.411,19.844
1772431796,-28.266,1.242,17.376
1772438796,-29.077,3.932,11.798
1772445796,-22.909,3.811,23.593
1772452796,-29.543,4.208,13.571
1772459796,-29.644,0.619,21.447
1772466796,-24.045,0.033,20.867
1772473796,-30.6,4.629,15.604
1772480881,-24.917,8.979,19.271
1772492796,-27.433,6.48,20.597
1772499796,-25.86,-0.523,2.696
1772506796,-29.906,2.547,18.903
1772513796,-22.594,3.679,22.073
1772520796,-25.979,7.784,21.827
1772527796,-28.815,3.803,25.195
1772534796,-17.68,3.569,17.706
1772541796,-20.876,2.723,14.727
1772548797,-22.023,10.406,22.754
1772555796,-27.001,6.033,21.353
1772562796,-27.878,0.178,21.426
1772569796,-19.075,2.934,23.042
1772576796,-29.616,2.983,19.147
1772583796,-32.673,4.036,16.651
1772590796,-29.522,4.369,12.052
1772597796,-33.714,-1.539,17.988
1772604796,-28.014,5.126,9.242
1772611796,-34.98,3.779,13.148
1772618796,-23.772,4.559,22.081
1772625796,-28.881,3.422,19.132
1772632796,-24.351,4.085,10.464
1772639796,-27.588,4.57,21.377
1772646796,-26.762,4.381,25.665
1772653796,-30.167,6.527,16.084
1772660796,-26.339,4.473,16.051
1772667796,-33.114,0.081,16.951
1772674796,-25.692,6.419,11.471
1772681796,-24.041,1.167,9.479
1772688796,-29.651,3.063,10.803
1772695796,-25.253,9.493,11.433
1772702796,-26.608,0.285,25.452
1772709796,-25.748,4.914,15.785
1772716796,-19.218,2.708,0.798
1772723796,-26.461,7.316,24.872
1772730796,-25.642,2.394,19.096
1772737796,-29.161,3.139,18.127
1772744796,-25.128,-1.176,24.94
1772751796,-39.35,10.408,9.35
1772758796,-27.898,6.464,22.373
1772765796,-21.608,2.287,14.489
1772772796,-30.107,1.63,22.96
1772779796,-30.371,8.977,20.107
1772786796,-23.869,5.034,18.285
1772793796,-29.886,9.008,16.813
1772800796,-28.013,5.022,20.114
1772807796,-25.099,8.912,10.931
1772814796,-26.545,5.603,20.34
1772821796,-24.183,3.514,8.951
1772828796,-23.587,4.0,19.303
1772835796,-25.935,0.784,19.117
1772842797,-26.596,7.284,12.992
1772849797,-27.509,6.824,15.285
1772856796,-29.899,0.606,7.546
1772863796,-28.638,-0.759,12.345
1772870796,-28.436,4.156,18.865
1772877796,-29.687,-0.876,24.749
1772884796,-24.832,5.377,13.239
1772891796,-29.024,3.278,18.882
1772899144,-25.031,10.32,16.731
1772907093,-25.65,3.414,19.591
